Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight
0.526530612244898,0.5621890547263682,0.4750000000000001,0.376847290640394,0.4362441551876659,0.3606228026117529,0.2863961813842481
0.3714285714285714,0.3532338308457712,0.30000000000000004,0.1623376623376623,0.1582206495640086,0.16474133601205426,0.16467780429594267
0.4122448979591837,0.4029850746268657,0.32500000000000007,0.18540080609046122,0.16327562239352966,0.19387242591662482,0.2283214001591089
0.004081632653061107,0.014925373134328457,0.025000000000000022,0.018137035378414688,0.016175913054467334,0.01004520341536916,0.022275258552108185
0.6326530612244898,0.6318407960199006,0.6000000000000001,0.4919390953873712,0.5105522557816252,0.5062782521346058,0.4669848846459823
0.7306122448979593,0.7313432835820897,0.7250000000000001,0.6146439767129421,0.757234929862252,0.3616273229532898,0.5847255369928398
0.4122448979591837,0.37313432835820903,0.4750000000000001,0.22346618898343032,0.2760015164918489,0.1988950276243094,0.1670644391408114
0.4857142857142857,0.45273631840796025,0.4,0.23600537393640839,0.22494629091368637,0.24610748367654445,0.25218774860779625
0.6408163265306122,0.6517412935323383,0.6500000000000001,0.49014778325123143,0.42259572854795907,0.4590657960823707,0.5544948289578359
0.0,0.0,0.050000000000000044,0.013434841021047916,0.009098951093137875,0.015067805123053743,0.01670644391408114
0.5836734693877552,0.6119402985074628,0.6250000000000001,0.38423645320197036,0.4049033236446355,0.3395278754394777,0.38743038981702455
0.9102040816326531,0.8507462686567164,0.75,0.818181818181818,0.7102236825477063,0.7744851833249624,0.8886237072394588
0.7061224489795919,0.7313432835820897,0.6250000000000001,0.5494849977608598,0.510046758498673,0.5966850828729282,0.5600636435958629
0.6653061224489796,0.5621890547263682,0.5000000000000001,0.40618002686968196,0.44180462530013903,0.4008036162732296,0.34765314240254563
0.5428571428571429,0.5422885572139303,0.55,0.3289296909986565,0.2805509920384178,0.3726770467101959,0.33969769291964985
0.24897959183673463,0.22388059701492546,0.2250000000000001,0.0844155844155844,0.08087956527233667,0.09643395278754395,0.08512330946698486
0.22448979591836732,0.2139303482587065,0.275,0.09449171518137033,0.08087956527233667,0.06730286288297338,0.10898965791567222
0.6489795918367347,0.5223880597014925,0.525,0.4196148678907299,0.451409073676229,0.39276745354093423,0.4240254574383452
0.7306122448979593,0.681592039800995,0.5750000000000001,0.5015673981191222,0.5499810438518893,0.45705675539929685,0.48369132856006347
0.45306122448979586,0.4626865671641791,0.42500000000000004,0.2787729511867443,0.34222166055857456,0.2169763937719739,0.2625298329355608
0.5836734693877552,0.5621890547263682,0.42500000000000004,0.35848634124496187,0.315430304562113,0.34354595680562533,0.41607000795544935
0.2,0.19402985074626872,0.15000000000000008,0.07120465741155395,0.07531909515986351,0.050226017076845805,0.0692124105011933
0.4122448979591837,0.45273631840796025,0.42500000000000004,0.20420958351992832,0.19967142676608116,0.22199899547965848,0.18854415274463002
0.3551020408163265,0.34328358208955234,0.3750000000000001,0.167487684729064,0.16984708707190702,0.18382722250125566,0.15672235481304692
0.7387755102040816,0.7412935323383085,0.675,0.6583072100313478,0.6333880955389865,0.5414364640883979,0.7136038186157515
0.6734693877551019,0.7512437810945274,0.5750000000000001,0.5085087326466635,0.37002401112094024,0.4731290808638875,0.586316626889419
0.7959183673469388,0.7810945273631842,0.7250000000000001,0.7648902821316613,0.7799823075950967,0.7734806629834255,0.6857597454256162
0.6163265306122447,0.6019900497512438,0.6000000000000001,0.3875951634572324,0.3968153671174018,0.44299347061778005,0.33969769291964985
0.3959183673469388,0.39303482587064675,0.5000000000000001,0.21227048813255706,0.2067483887274106,0.2029131089904571,0.17024661893396972
0.2,0.10447761194029859,0.20000000000000007,0.04366323331840572,0.03892329078731202,0.04419889502762431,0.04852824184566427
0.7795918367346939,0.7412935323383085,0.675,0.6901030004478279,0.7597624162770125,0.7041687594173782,0.5926809864757356
0.689795918367347,0.6417910447761194,0.7,0.5078369905956112,0.4549475546568938,0.6509291813159217,0.48289578361177393
0.689795918367347,0.6716417910447762,0.6000000000000001,0.5141065830721002,0.5302666498167572,0.5153189352084381,0.5250596658711215
0.436734693877551,0.45273631840796025,0.4,0.2590685176892073,0.26791355996461524,0.18684078352586642,0.2665075576770087
0.6734693877551019,0.6119402985074628,0.55,0.41715181370353777,0.3851889296095034,0.49522852837769965,0.4136833731105806
0.5673469387755103,0.582089552238806,0.42500000000000004,0.341692789968652,0.3326172121824846,0.42591662481165243,0.38743038981702455
0.8448979591836734,0.791044776119403,0.7750000000000001,0.7816838334079712,0.8295210413244029,0.7684580612757409,0.7462211614956242
0.4448979591836734,0.4328358208955224,0.3750000000000001,0.20465741155396325,0.21888032351826112,0.1858362631843295,0.182975338106603
0.5428571428571429,0.5124378109452737,0.675,0.5680698611733093,0.5530140275496019,0.6549472626820694,0.533810660302307
0.7306122448979593,0.7313432835820897,0.675,0.6556202418271382,0.6834323265512449,0.6107483676544451,0.6340493237867938
0.2816326530612245,0.25373134328358216,0.30000000000000004,0.10322436184505147,0.11676987236193606,0.08337518834756405,0.10103420843277643
0.5183673469387755,0.5223880597014925,0.6000000000000001,0.31795790416480063,0.286616959433843,0.3063787041687594,0.3556085918854414
0.11020408163265305,0.08457711442786076,0.10000000000000003,0.04343931930138826,0.04397826361683306,0.03314917127071823,0.04534606205250595
0.14285714285714274,0.12437810945273636,0.17500000000000004,0.12225705329153604,0.11323139138127133,0.13460572576594676,0.05330151153540174
0.8122448979591836,0.7512437810945274,0.675,0.7866099417823554,0.8831037533173259,0.7252636865896535,0.7454256165473346
0.36326530612244895,0.4029850746268657,0.30000000000000004,0.1972682489923869,0.17591305446733224,0.15067805123053743,0.2760540970564836
0.7142857142857142,0.6716417910447762,0.6000000000000001,0.44961934617107024,0.4600025274864148,0.4500251130085384,0.448687350835322
0.40408163265306124,0.4029850746268657,0.42500000000000004,0.19771607702642183,0.18602300012637435,0.17980914113510799,0.2283214001591089
0.5755102040816327,0.5621890547263682,0.6250000000000001,0.33833407971338997,0.2754960192088968,0.3274736313410347,0.4351630867143993
0.8040816326530611,0.7711442786069653,0.8,0.7091356918943124,0.6733223808922028,0.6700150678051232,0.7470167064439137
0.6816326530612244,0.7213930348258706,0.675,0.5031347962382444,0.5029697965373436,0.455047714716223,0.4988066825775655
0.7142857142857142,0.7014925373134329,0.7,0.6706224809673085,0.5985087830152912,0.6298342541436465,0.6833731105807476
0.6816326530612244,0.6716417910447762,0.6500000000000001,0.5400806090461262,0.4847718943510679,0.6107483676544451,0.5226730310262528
0.6244897959183673,0.6218905472636816,0.525,0.37819077474249885,0.34171616327562243,0.3345052737317931,0.4669848846459823
0.4775510204081633,0.4626865671641791,0.4,0.21137483206448718,0.19815493491722486,0.21295831240582622,0.2434367541766109
0.7142857142857142,0.6716417910447762,0.55,0.49081952530228384,0.5242006824213319,0.4450025113008539,0.5027844073190133
0.7714285714285716,0.7810945273631842,0.8500000000000001,0.7124944021495744,0.6925312776443827,0.6378704168759418,0.7136038186157515
0.7795918367346939,0.791044776119403,0.7250000000000001,0.7478728168383338,0.7142676608113232,0.7302862882973381,0.7613365155131262
0.4448979591836734,0.42288557213930356,0.525,0.2823555754590237,0.2845949703020346,0.2742340532395781,0.29992044550517094
0.5510204081632655,0.5721393034825871,0.525,0.4334975369458127,0.43220017692404905,0.4409844299347062,0.41766109785202854
0.657142857142857,0.6517412935323383,0.675,0.5369458128078817,0.5444205737394161,0.551481667503767,0.4892601431980905
0.7387755102040816,0.681592039800995,0.675,0.6074787281683832,0.645520030329837,0.5896534404821698,0.5783611774065233
0.6734693877551019,0.7014925373134329,0.675,0.6157635467980295,0.5636294704915961,0.6619789050728279,0.46221161495624485
0.3714285714285714,0.3532338308457712,0.25,0.1894312583967756,0.21837482623530902,0.17378201908588647,0.1487669053301511
0.5102040816326532,0.5024875621890548,0.42500000000000004,0.2745185848634124,0.2886389485656515,0.24610748367654445,0.2784407319013523
0.6326530612244898,0.6417910447761194,0.6000000000000001,0.5391849529780564,0.48325540250221155,0.4861878453038674,0.4892601431980905
0.6816326530612244,0.6716417910447762,0.675,0.5682937751903268,0.5358271199292304,0.6167754897036666,0.586316626889419
